region,state,agro_zone,crop_type,crop_variety,soil_type,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,yield_kg_ha,humidity
Northcentral,Niger,Derived Savanna,Cassava,TMS 98/0505,Sandy,4.1,103.4,26.0,72.0,1575.0,31.4,NPK,29.9,Drip,8763.2,63.9
Southsouth,Edo,Derived Savanna,Cassava,TMS 98/0505,Lateritic,5.6,46.5,76.5,209.8,1427.2,31.0,None,0.0,Rainfed,10794.6,72.1
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 14,Loamy,6.8,65.0,112.8,169.2,802.7,38.4,NPK,88.6,Rainfed,2690.6,41.4
Southsouth,Delta,Derived Savanna,Maize,SAMMAZ 15,Clay Loam,8.1,117.6,65.6,124.8,1033.9,32.0,Urea,145.8,Rainfed,3564.7,53.2
Southwest,Kwara,Derived Savanna,Beans,IT97K-499-35,Sandy,8.6,16.6,41.5,207.6,1195.2,26.8,None,0.0,Surface,1055.5,71.8
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Lateritic,7.6,33.1,60.1,210.5,601.2,34.6,Urea,120.3,Rainfed,2275.5,36.2
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Clay Loam,8.2,107.8,10.1,67.5,1155.8,28.4,Urea,56.4,Rainfed,6126.2,60.3
Southwest,Osun,Derived Savanna,Cassava,NR 8082,Clay,6.6,19.6,87.4,173.1,1310.4,31.5,NPK,151.5,Rainfed,9767.2,74.3
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,ICSV 400,Clay,7.1,135.3,22.4,96.8,766.9,35.7,None,0.0,Rainfed,2005.0,62.8
Southsouth,Edo,Derived Savanna,Beans,Sampea-14,Clay,7.7,68.8,62.5,36.2,1083.3,23.9,NPK,72.9,Rainfed,1259.4,55.2
Northwest,Zamfara,Sudan Savanna,Sorghum,ICSV 400,Alluvial,7.9,125.9,81.2,142.6,587.6,37.8,Urea,150.0,Rainfed,2214.2,45.5
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,ICSV 400,Lateritic,7.5,130.9,16.3,91.8,963.6,27.1,Urea,141.2,Rainfed,2369.2,65.1
Southeast,Ebonyi,Humid Forest,Cassava,TMS 30572,Loamy,4.4,37.8,86.0,99.9,1973.6,31.4,None,0.0,Rainfed,10453.0,78.0
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,CSR-01,Alluvial,6.9,16.2,33.8,99.3,1013.1,33.5,SSP,21.1,Drip,1604.2,40.9
Southwest,Oyo,Derived Savanna,Maize,SAMMAZ 14,Loamy,5.7,107.2,27.4,48.4,1037.1,29.1,NPK,114.8,Rainfed,3297.1,72.3
Northcentral,Kogi,Derived Savanna,Rice,NERICA-4,Lateritic,7.2,125.4,68.2,109.5,1679.2,23.7,Urea,147.1,Drip,3244.3,70.6
Southeast,Ebonyi,Humid Forest,Cassava,Oko-Iyawo,Sandy Loam,4.6,83.4,90.1,142.0,1926.1,26.6,NPK,145.4,Rainfed,13291.2,85.9
Southsouth,Akwa Ibom,Humid Forest,Rice,Ofada,Sandy,5.6,101.9,57.7,169.4,2453.7,24.6,NPK,41.4,Rainfed,3838.4,90.7
Southwest,Ondo,Humid Forest,Rice,Ofada,Clay Loam,6.3,99.2,41.4,45.4,1402.4,29.6,NPK,78.5,Rainfed,3566.4,93.5
Northcentral,Nasarawa,Northern Guinea Savanna,Maize,SAMMAZ 15,Clay Loam,7.5,113.5,81.2,106.0,1031.0,28.5,Urea,145.8,Drip,4225.4,57.0
Northeast,Bauchi,Northern Guinea Savanna,Cassava,Oko-Iyawo,Loamy,4.4,37.6,45.6,214.1,1200.9,20.3,NPK,143.8,Rainfed,6120.8,65.3
Southwest,Oyo,Derived Savanna,Cassava,NR 8082,Lateritic,6.8,10.2,21.6,219.9,1045.6,33.8,NPK,52.0,Rainfed,10110.6,74.3
Northcentral,Niger,Northern Guinea Savanna,Sorghum,ICSV 400,Clay Loam,5.0,88.2,18.2,27.8,869.9,25.1,None,0.0,Drip,1880.6,73.1
Northeast,Yobe,Sudan Savanna,Sorghum,SK 5912,Alluvial,7.9,9.5,72.0,217.8,562.0,31.8,NPK,76.5,Rainfed,216.7,37.4
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 98/0505,Clay,5.1,46.9,99.6,118.8,924.9,23.9,NPK,52.4,Rainfed,8662.6,57.9
Northcentral,Plateau,Northern Guinea Savanna,Beans,Sampea-14,Loamy,7.6,89.2,99.5,184.5,1019.2,23.0,NPK,55.5,Rainfed,1466.7,38.4
Southsouth,Edo,Humid Forest,Rice,Ofada,Loamy,6.3,106.3,66.1,79.9,2436.2,33.8,NPK,63.1,None,3701.0,91.2
Southwest,Osun,Derived Savanna,Pepper,Tatase,Lateritic,8.4,39.4,30.7,102.4,1208.3,27.4,NPK,21.6,Rainfed,3975.0,61.5
Southeast,Ebonyi,Humid Forest,Cassava,TMS 98/0505,Sandy Loam,4.7,120.2,52.6,81.1,1722.3,29.1,NPK,85.9,Rainfed,11136.2,95.9
Northeast,Taraba,Northern Guinea Savanna,Maize,Oba Super-1,Clay Loam,7.6,132.8,72.4,47.4,1267.5,28.9,NPK,118.0,Rainfed,3179.4,45.3
Northwest,Katsina,Sudan Savanna,Sorghum,SK 5912,Loamy,7.6,111.3,22.3,191.7,853.1,30.5,None,0.0,Surface,2530.1,42.9
Southwest,Ekiti,Humid Forest,Rice,FARO 52,Loamy,4.5,98.6,48.3,61.8,2074.1,26.0,NPK,154.2,Rainfed,2648.3,63.2
Northwest,Katsina,Northern Guinea Savanna,Beans,Sampea-14,Clay Loam,6.6,94.8,58.0,145.1,995.2,28.3,NPK,34.3,Rainfed,1396.2,42.8
Southwest,Osun,Derived Savanna,Maize,DTMA,Alluvial,6.2,76.3,35.9,65.3,1004.1,22.3,SSP,89.9,Rainfed,3397.7,57.1
Northeast,Adamawa,Northern Guinea Savanna,Pepper,Atarugu,Loamy,7.0,46.1,44.7,191.0,1083.2,33.3,Urea,63.5,Surface,5152.2,56.5
Southwest,Ogun,Humid Forest,Cassava,TMS 30572,Sandy Loam,4.9,7.6,89.5,114.0,1519.9,24.2,NPK,155.0,None,5978.4,73.7
Southsouth,Rivers,Humid Forest,Cassava,TME 419,Clay Loam,7.2,113.8,9.7,109.9,1738.8,29.9,NPK,129.0,Rainfed,8735.2,83.8
Northcentral,Kwara,Derived Savanna,Pepper,Nsukka Yellow,Sandy,7.0,38.9,88.6,133.1,1281.9,31.7,Urea,130.5,Surface,4472.0,60.0
Southwest,Ogun,Humid Forest,Rice,NERICA-4,Lateritic,6.9,84.6,39.7,127.8,2532.1,26.2,Organic,23.4,Rainfed,3509.0,99.4
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,ICSV 400,Loamy,7.4,127.6,19.5,118.6,1124.6,27.4,NPK,20.1,Surface,2010.8,43.3
Southwest,Oyo,Derived Savanna,Cassava,TMS 30572,Lateritic,4.8,74.5,38.0,149.2,1177.5,30.0,NPK,170.0,Rainfed,10145.8,55.8
Southwest,Ekiti,Humid Forest,Cassava,TMS 30572,Sandy Loam,4.1,97.0,28.9,116.7,1872.0,26.6,NPK,139.0,Drip,9863.4,80.2
Northwest,Kebbi,Sudan Savanna,Beans,IT89KD-288,Clay,7.3,61.9,67.6,205.7,584.3,29.9,Organic,112.3,Surface,1433.6,58.9
Northwest,Kaduna,Northern Guinea Savanna,Beans,IT97K-499-35,Loamy,5.6,88.6,48.2,146.0,920.9,22.9,Urea,54.2,Drip,1550.6,43.5
Northwest,Kano,Sudan Savanna,Sorghum,CSR-01,Clay Loam,5.1,86.7,29.4,115.2,625.7,26.2,Organic,130.3,Rainfed,1694.7,46.8
Northcentral,Nasarawa,Derived Savanna,Cassava,NR 8082,Alluvial,6.0,37.4,73.3,174.1,1540.0,27.2,NPK,103.9,Rainfed,11014.7,79.9
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Sandy Loam,4.2,25.6,13.1,96.4,1331.3,30.6,NPK,89.5,Surface,10059.1,57.4
Southsouth,Akwa Ibom,Humid Forest,Cassava,Oko-Iyawo,Clay,5.1,19.3,73.9,82.0,2097.8,29.1,Urea,143.1,Rainfed,10765.9,73.4
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Clay,7.9,139.8,96.4,156.8,896.9,27.4,NPK,95.4,Rainfed,2006.2,53.4
Southsouth,Delta,Derived Savanna,Yam,White Yam,Sandy,8.0,45.9,87.4,148.6,1683.8,30.1,NPK,125.7,Surface,6155.6,60.4
Southsouth,Akwa Ibom,Humid Forest,Rice,Ofada,Sandy Loam,6.1,77.1,53.5,65.4,2544.3,27.6,NPK,98.4,Surface,3744.8,96.5
Southsouth,Edo,Derived Savanna,Rice,NERICA-4,Clay,6.0,142.6,27.6,45.7,1681.7,35.0,Urea,128.5,Drip,2574.2,59.7
Northwest,Katsina,Northern Guinea Savanna,Sorghum,SAMSORG 17,Loamy,6.5,101.0,101.1,199.6,884.4,34.1,Urea,110.4,Rainfed,2758.5,40.2
Northcentral,Nasarawa,Northern Guinea Savanna,Maize,SAMMAZ 15,Alluvial,8.3,137.8,102.5,42.0,804.5,33.7,NPK,177.8,Surface,3056.6,74.2
Northcentral,Niger,Northern Guinea Savanna,Pepper,Nsukka Yellow,Clay Loam,6.1,75.2,19.6,172.5,749.7,20.0,None,0.0,None,1868.8,67.8
Southwest,Lagos,Humid Forest,Cassava,Oko-Iyawo,Alluvial,8.0,9.7,80.9,142.1,2519.9,26.5,Urea,104.0,Drip,7719.4,90.1
Southwest,Oyo,Derived Savanna,Maize,SAMMAZ 14,Clay Loam,6.9,133.7,86.0,77.1,1214.1,28.6,Urea,164.6,Rainfed,4250.3,65.5
Southwest,Kwara,Derived Savanna,Cassava,TME 419,Sandy Loam,4.7,131.3,13.2,164.7,1470.5,34.1,Organic,39.8,Rainfed,12185.0,67.3
Southsouth,Edo,Derived Savanna,Cassava,TMS 98/0505,Sandy Loam,7.1,119.8,9.2,216.5,1209.5,27.7,Urea,38.8,Rainfed,9730.0,65.4
Southsouth,Delta,Derived Savanna,Cassava,TME 419,Sandy,6.5,92.5,6.9,142.2,1376.2,33.9,NPK,43.7,Surface,7792.9,58.5
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,SAMSORG 14,Clay,5.2,116.5,21.1,207.0,802.0,25.5,Organic,71.7,Drip,2069.8,45.5
Northwest,Zamfara,Sudan Savanna,Sorghum,SK 5912,Clay,5.0,111.5,73.3,155.9,484.6,31.8,NPK,155.6,Rainfed,1305.3,38.1
Northeast,Yobe,Sudan Savanna,Sorghum,CSR-01,Clay Loam,5.3,96.6,19.5,215.4,713.4,35.9,NPK,75.9,Drip,2450.0,29.3
Northwest,Kaduna,Northern Guinea Savanna,Cassava,NR 8082,Sandy,5.5,122.9,27.6,107.4,1003.0,25.6,Organic,123.3,Rainfed,10262.7,62.6
Southsouth,Delta,Derived Savanna,Rice,FARO 52,Sandy Loam,7.2,91.0,42.9,25.9,1229.4,31.7,NPK,25.0,None,1786.9,56.7
Northwest,Kaduna,Northern Guinea Savanna,Tomato,Tropimech,Sandy Loam,4.0,60.1,91.3,54.3,1219.1,28.8,Organic,144.4,Sprinkler,8232.3,44.5
Northcentral,Kogi,Derived Savanna,Cassava,Oko-Iyawo,Clay,4.8,100.4,18.6,158.0,1636.2,25.3,NPK,69.8,Rainfed,11412.4,74.7
Southwest,Oyo,Derived Savanna,Maize,SAMMAZ 14,Loamy,8.0,83.4,85.4,45.2,1417.1,28.4,NPK,119.7,Rainfed,3407.4,63.4
Southwest,Kwara,Derived Savanna,Cassava,Oko-Iyawo,Lateritic,6.5,12.5,47.0,161.0,1367.5,33.1,Urea,130.4,Rainfed,10904.1,82.7
Southeast,Ebonyi,Humid Forest,Rice,Ofada,Loamy,7.6,103.4,78.2,61.3,2509.7,25.1,NPK,78.2,Rainfed,3009.7,65.7
Northeast,Bauchi,Sudan Savanna,Sorghum,SK 5912,Clay,5.2,22.1,91.4,145.6,456.5,32.6,Urea,84.1,Rainfed,1497.5,56.1
Northwest,Sokoto,Sahel Savanna,Sorghum,ICSV 400,Lateritic,7.5,101.7,81.7,32.9,568.2,33.0,NPK,108.8,Drip,3075.1,28.3
Southwest,Oyo,Humid Forest,Cassava,NR 8082,Alluvial,4.5,93.4,5.7,125.3,2308.7,33.3,Urea,91.5,Rainfed,4388.9,89.7
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,ICSV 400,Alluvial,6.5,22.0,34.2,28.7,1253.1,34.4,Organic,77.5,Drip,1617.3,70.3
Northwest,Katsina,Northern Guinea Savanna,Maize,SAMMAZ 14,Loamy,4.4,125.5,24.2,42.5,931.0,31.1,Urea,43.0,Drip,1863.4,42.5
Southwest,Oyo,Humid Forest,Rice,FARO 52,Alluvial,6.7,70.9,43.4,137.2,2456.4,30.9,Organic,63.1,Sprinkler,4117.8,95.6
Southsouth,Akwa Ibom,Humid Forest,Cassava,TMS 30572,Loamy,6.5,69.8,13.9,111.0,2104.3,27.6,Urea,106.3,Rainfed,11298.8,90.4
Southwest,Osun,Derived Savanna,Rice,NERICA-4,Lateritic,8.4,140.0,83.3,23.8,1608.8,27.7,Urea,111.7,Surface,1796.6,61.5
Southsouth,Rivers,Humid Forest,Cassava,TMS 98/0505,Clay,5.2,33.6,68.4,183.3,1495.4,26.1,Organic,57.8,Rainfed,12223.0,85.1
Northeast,Borno,Sahel Savanna,Sorghum,CSR-01,Alluvial,7.3,57.3,72.5,47.9,547.2,41.4,NPK,96.2,Sprinkler,2995.4,39.1
Northwest,Katsina,Northern Guinea Savanna,Beans,IT90K-277-2,Sandy,5.7,21.4,58.4,144.7,1003.1,24.0,NPK,62.7,Rainfed,1472.8,67.6
Northeast,Taraba,Northern Guinea Savanna,Cassava,TMS 98/0505,Alluvial,4.7,14.0,45.2,86.3,1059.4,31.3,NPK,25.4,Surface,11367.5,64.3
Northwest,Kebbi,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,7.1,133.4,78.0,210.3,853.6,35.2,None,0.0,Rainfed,1974.1,32.2
Northwest,Katsina,Northern Guinea Savanna,Cassava,TMS 30572,Clay Loam,4.3,14.6,108.4,150.2,747.7,23.1,NPK,143.0,Rainfed,4138.6,46.4
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,CSR-01,Lateritic,4.5,58.0,20.0,18.4,1042.7,20.3,NPK,84.6,Surface,1263.8,73.0
Southsouth,Akwa Ibom,Humid Forest,Cassava,TMS 98/0505,Lateritic,7.0,19.8,61.9,108.9,1935.8,32.0,Urea,48.3,Rainfed,10306.3,75.6
Northcentral,Niger,Northern Guinea Savanna,Cassava,NR 8082,Sandy Loam,4.5,77.0,10.0,123.8,1008.0,31.2,None,0.0,Rainfed,3205.9,41.2
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 30572,Sandy,6.4,8.9,18.6,200.4,1045.4,23.8,NPK,123.8,Rainfed,7150.9,69.1
Northwest,Sokoto,Sudan Savanna,Sorghum,ICSV 400,Sandy Loam,6.7,66.3,93.2,81.0,935.2,33.8,Urea,71.5,None,2100.5,30.4
Southwest,Lagos,Humid Forest,Rice,FARO 44,Alluvial,5.0,127.3,69.4,114.3,2318.5,26.9,NPK,168.2,Surface,3562.4,72.4
Northwest,Kaduna,Northern Guinea Savanna,Cassava,Oko-Iyawo,Clay Loam,6.8,94.0,15.0,98.6,1063.5,23.1,NPK,38.8,Rainfed,8484.6,72.2
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,SAMSORG 17,Clay Loam,7.5,72.3,22.4,89.2,1153.5,23.8,NPK,73.5,Drip,1998.9,41.4
Northeast,Taraba,Northern Guinea Savanna,Beans,Sampea-7,Lateritic,5.9,102.1,39.5,32.5,709.8,22.4,SSP,80.1,Rainfed,1460.4,44.3
Northwest,Katsina,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,6.9,9.4,64.5,111.9,664.8,39.1,NPK,75.0,Drip,281.8,50.9
Northeast,Taraba,Northern Guinea Savanna,Tomato,Dan Mazari,Clay Loam,7.9,47.7,81.5,79.8,1034.3,28.7,NPK,168.4,Sprinkler,17998.1,57.9
Southwest,Oyo,Derived Savanna,Yam,Water Yam,Clay Loam,7.6,39.0,66.9,210.1,1465.7,34.3,NPK,58.2,None,7229.6,63.7
Southsouth,Cross River,Humid Forest,Cassava,Oko-Iyawo,Clay Loam,5.8,105.2,3.8,154.5,1396.3,31.5,NPK,88.1,Rainfed,1500.4,96.6
Northeast,Taraba,Northern Guinea Savanna,Beans,IT97K-499-35,Clay Loam,5.7,95.4,44.5,32.2,923.3,29.7,NPK,73.6,Rainfed,1318.9,70.4
Northeast,Taraba,Northern Guinea Savanna,Pepper,Bawa,Clay Loam,6.0,76.2,62.6,157.3,1138.2,31.4,SSP,92.3,Rainfed,4327.5,59.0
Northeast,Borno,Sahel Savanna,Sorghum,CSR-01,Lateritic,8.4,27.5,22.2,26.7,439.3,41.6,None,0.0,Rainfed,1755.4,27.2
Northcentral,Kwara,Derived Savanna,Pepper,Atarugu,Lateritic,6.8,120.1,54.8,124.3,960.4,26.8,NPK,41.1,Drip,5346.2,82.1
Southsouth,Edo,Derived Savanna,Beans,IT90K-277-2,Lateritic,6.4,106.6,75.8,25.3,1154.2,25.1,Urea,90.5,Rainfed,1023.1,54.9
Northwest,Kaduna,Northern Guinea Savanna,Yam,Yellow Yam,Clay Loam,5.8,139.5,23.9,118.3,1032.8,26.7,NPK,66.4,Sprinkler,7714.4,73.3
Southeast,Imo,Humid Forest,Cassava,TME 419,Sandy Loam,4.7,70.1,17.4,136.1,1529.1,27.3,Organic,142.7,Rainfed,13131.2,88.8
Northcentral,Niger,Northern Guinea Savanna,Sorghum,ICSV 400,Clay Loam,6.9,60.5,43.7,218.1,975.2,26.8,NPK,136.5,Rainfed,2432.3,35.8
Northcentral,Niger,Derived Savanna,Cassava,TMS 98/0505,Loamy,5.5,14.4,105.8,97.6,1245.2,31.7,NPK,108.9,Surface,8700.0,52.7
Southsouth,Delta,Humid Forest,Cassava,TMS 98/0505,Sandy,6.5,27.4,34.7,37.2,1468.2,29.3,NPK,98.7,Surface,1189.7,72.3
Southwest,Kwara,Derived Savanna,Cassava,NR 8082,Clay,6.1,110.3,6.7,48.9,1327.9,32.2,SSP,41.7,Rainfed,2523.2,70.4
Northeast,Gombe,Sudan Savanna,Sorghum,SK 5912,Clay,5.0,53.6,40.2,66.2,739.9,30.6,NPK,112.8,Drip,1908.4,50.9
Southsouth,Delta,Derived Savanna,Cassava,NR 8082,Alluvial,5.0,141.5,93.1,175.0,1637.9,27.1,NPK,32.2,Drip,11197.2,58.4
Southsouth,Edo,Derived Savanna,Cassava,TMS 30572,Sandy Loam,7.4,24.3,77.2,55.6,1584.0,32.5,NPK,142.1,Rainfed,4398.0,60.0
Southwest,Oyo,Derived Savanna,Rice,NERICA-1,Sandy,4.2,118.7,102.8,59.1,1409.1,23.5,NPK,43.3,Surface,2152.2,80.6
Northcentral,Nasarawa,Derived Savanna,Pepper,Atarugu,Alluvial,5.0,84.4,108.4,119.6,1377.5,26.6,NPK,114.3,Rainfed,3560.2,52.0
Southsouth,Delta,Derived Savanna,Cassava,NR 8082,Lateritic,4.6,49.4,82.9,95.6,1125.9,25.5,Urea,69.9,None,11038.5,58.1
Southsouth,Edo,Derived Savanna,Cassava,Oko-Iyawo,Clay Loam,4.0,65.9,75.1,98.0,1631.1,33.5,None,0.0,Surface,7149.1,58.4
Southwest,Osun,Derived Savanna,Yam,Pona,Clay,6.3,41.2,86.6,110.2,1563.2,25.2,None,0.0,None,6395.5,65.7
Southwest,Osun,Derived Savanna,Beans,IT89KD-288,Sandy Loam,7.7,60.5,77.9,38.2,1089.3,28.9,Urea,103.2,Rainfed,1366.5,75.6
Northcentral,Benue,Derived Savanna,Yam,Yellow Yam,Clay Loam,8.5,49.9,44.0,129.3,1543.9,29.6,SSP,46.3,Rainfed,5867.7,76.6
Northeast,Bauchi,Northern Guinea Savanna,Cassava,TMS 30572,Clay,4.8,146.3,66.5,87.3,1010.4,28.3,Urea,40.5,Rainfed,9100.6,56.9
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,SK 5912,Sandy,5.1,138.7,11.3,21.6,977.5,25.5,NPK,125.2,Rainfed,1274.8,37.2
Southsouth,Cross River,Humid Forest,Rice,NERICA-4,Clay Loam,6.2,76.6,83.8,93.0,1763.9,24.2,NPK,121.7,None,3877.0,67.7
Southsouth,Rivers,Humid Forest,Cassava,TMS 98/0505,Loamy,7.1,13.5,87.8,178.4,2097.6,27.4,Urea,68.0,Surface,10104.4,95.9
Northcentral,Niger,Derived Savanna,Cassava,NR 8082,Alluvial,4.7,112.6,56.3,139.5,1358.7,31.5,None,0.0,Surface,10168.5,66.2
Southwest,Oyo,Derived Savanna,Pepper,Nsukka Yellow,Loamy,8.0,121.6,72.7,102.3,1523.9,32.1,NPK,24.4,Drip,4306.5,78.4
Northwest,Zamfara,Sahel Savanna,Sorghum,ICSV 400,Sandy,5.1,143.8,59.9,32.9,260.4,43.0,NPK,30.2,None,1427.4,43.1
Northeast,Yobe,Sudan Savanna,Sorghum,SK 5912,Clay,6.8,39.8,98.0,181.9,520.4,37.3,Organic,138.0,Drip,3167.6,28.2
Southwest,Ogun,Humid Forest,Rice,NERICA-1,Clay,6.4,65.5,80.7,205.7,1696.0,25.0,NPK,78.8,Rainfed,3900.6,69.1
Southeast,Abia,Humid Forest,Rice,NERICA-1,Sandy,8.2,85.3,29.6,212.1,2348.2,30.0,NPK,169.8,Drip,2596.2,78.4
Southsouth,Akwa Ibom,Humid Forest,Cassava,TME 419,Lateritic,4.4,62.6,92.5,177.1,2353.0,28.1,Urea,101.0,Rainfed,9979.8,71.8
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TME 419,Clay,4.0,18.5,16.3,184.5,1093.6,31.6,Organic,129.7,Drip,8103.2,62.6
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 30572,Clay,5.0,34.2,107.1,141.4,1200.1,31.5,None,0.0,Rainfed,5372.0,50.3
Southsouth,Delta,Derived Savanna,Cassava,TMS 98/0505,Alluvial,6.4,98.1,17.1,189.8,1678.9,24.5,NPK,99.1,Rainfed,7785.2,52.8
Northwest,Zamfara,Sahel Savanna,Sorghum,CSR-01,Loamy,5.0,86.6,74.9,195.4,370.7,38.3,Urea,134.1,Surface,1699.7,25.8
Southwest,Lagos,Humid Forest,Cassava,TME 419,Sandy,8.2,3.9,53.9,158.2,1738.5,26.9,None,0.0,Rainfed,472.7,94.2
Southsouth,Delta,Derived Savanna,Cassava,TMS 98/0505,Alluvial,4.3,48.7,39.0,71.7,1143.0,24.4,Urea,89.7,Rainfed,8028.2,53.9
Northwest,Sokoto,Sahel Savanna,Sorghum,SAMSORG 17,Clay Loam,6.3,13.7,41.8,112.7,189.2,30.4,NPK,35.0,Drip,883.1,22.8
Southsouth,Edo,Derived Savanna,Cassava,TMS 30572,Loamy,4.4,5.8,75.7,133.3,1651.6,30.3,Organic,44.6,Rainfed,2565.9,64.2
Southsouth,Edo,Derived Savanna,Rice,FARO 44,Sandy Loam,8.6,33.7,9.0,24.3,919.3,26.3,Urea,116.4,Rainfed,625.5,81.6
Northwest,Kaduna,Northern Guinea Savanna,Beans,IT89KD-288,Alluvial,8.3,69.1,88.5,46.2,809.4,20.7,Organic,102.0,Rainfed,1260.7,62.2
Northwest,Kaduna,Northern Guinea Savanna,Cassava,TMS 30572,Sandy Loam,4.1,100.8,82.2,146.1,1170.5,31.7,NPK,90.0,Sprinkler,7668.1,50.6
Southsouth,Bayelsa,Humid Forest,Cassava,TMS 30572,Lateritic,4.4,109.8,88.7,175.7,1762.2,29.3,NPK,125.9,Rainfed,12337.8,66.8
Southeast,Enugu,Humid Forest,Rice,Ofada,Sandy Loam,5.7,30.0,80.2,33.1,2269.9,27.6,NPK,83.2,Rainfed,423.7,91.1
Northcentral,Nasarawa,Derived Savanna,Cassava,TMS 30572,Sandy,8.3,19.9,6.7,214.3,1152.9,31.3,NPK,123.8,Surface,6527.1,71.6
Northcentral,Plateau,Northern Guinea Savanna,Beans,Sampea-7,Clay Loam,4.6,2.9,52.3,187.5,973.9,25.1,NPK,21.3,Surface,299.7,41.7
Northeast,Gombe,Sudan Savanna,Sorghum,CSR-01,Clay,7.5,8.0,64.0,147.1,668.5,31.5,NPK,119.6,Surface,121.4,47.3
Southeast,Anambra,Humid Forest,Cassava,TMS 98/0505,Clay Loam,8.2,21.5,34.6,178.4,1899.1,28.9,Organic,148.0,Drip,7578.5,88.8
Northeast,Adamawa,Northern Guinea Savanna,Beans,Sampea-14,Sandy,8.4,151.2,42.5,55.3,812.4,21.8,NPK,30.2,Rainfed,1323.5,51.1
Southsouth,Delta,Humid Forest,Rice,FARO 44,Sandy,7.9,105.5,100.3,188.8,2326.5,31.7,None,0.0,Drip,2318.0,93.8
Southeast,Abia,Humid Forest,Rice,FARO 52,Clay Loam,7.2,107.9,14.3,41.1,1610.5,28.4,NPK,86.5,Drip,3564.8,78.6
Northcentral,Kogi,Derived Savanna,Cassava,Oko-Iyawo,Sandy Loam,4.7,22.9,53.7,207.0,1198.5,24.9,Organic,77.9,Rainfed,12288.8,71.4
Northwest,Kano,Sudan Savanna,Sorghum,SK 5912,Clay,4.2,12.8,70.6,117.3,644.0,30.8,NPK,161.7,Surface,813.9,36.7
Southsouth,Edo,Derived Savanna,Yam,Water Yam,Clay,7.0,97.7,80.9,94.5,1611.5,32.4,SSP,33.5,Rainfed,6104.7,63.4
Northeast,Gombe,Sudan Savanna,Sorghum,SK 5912,Sandy Loam,4.2,123.1,34.8,166.7,697.7,27.8,NPK,101.2,Rainfed,914.7,30.2
Northcentral,Kwara,Derived Savanna,Yam,Water Yam,Clay,7.9,37.1,34.6,127.6,1706.8,27.2,Organic,103.1,Rainfed,5857.9,64.1
Northeast,Bauchi,Sudan Savanna,Sorghum,ICSV 400,Loamy,7.9,103.5,44.1,191.9,830.9,28.0,NPK,87.7,Rainfed,2566.3,26.4
Northeast,Borno,Sahel Savanna,Sorghum,CSR-01,Sandy,6.3,111.2,100.8,143.7,366.0,35.8,NPK,79.1,Rainfed,1890.3,34.3
Southsouth,Delta,Derived Savanna,Maize,DTMA,Sandy Loam,8.2,125.3,57.7,195.4,944.2,26.5,NPK,69.6,Rainfed,3535.8,67.5
Northwest,Katsina,Sudan Savanna,Sorghum,CSR-01,Clay Loam,5.5,58.3,99.2,153.2,655.8,33.5,Organic,123.3,Drip,2694.7,56.0
Northeast,Adamawa,Northern Guinea Savanna,Maize,SAMMAZ 14,Sandy Loam,6.7,114.7,60.7,124.5,762.1,28.3,NPK,52.9,Drip,4003.8,59.3
Southeast,Ebonyi,Humid Forest,Rice,NERICA-1,Clay Loam,4.9,42.7,18.0,45.6,2060.1,26.6,Organic,44.7,None,1548.8,77.1
Northeast,Borno,Sahel Savanna,Sorghum,CSR-01,Sandy,5.4,32.8,82.0,167.4,322.9,39.3,None,0.0,Rainfed,1368.0,46.9
Southwest,Ekiti,Humid Forest,Rice,FARO 52,Sandy Loam,4.5,46.3,50.2,58.9,2521.7,30.9,NPK,177.6,Drip,1645.4,85.8
Northeast,Gombe,Sudan Savanna,Sorghum,ICSV 400,Clay,4.1,40.4,80.2,58.6,686.7,25.9,NPK,45.8,Rainfed,784.4,57.6
Northcentral,Niger,Northern Guinea Savanna,Maize,SAMMAZ 15,Loamy,5.4,145.4,78.9,85.3,842.7,29.0,NPK,115.9,Rainfed,3272.1,74.4
